"Notes"	"State"	"State Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Mississippi"	"28"	"2005"	"2005"	644	538976	119.5
	"Mississippi"	"28"	"2006"	"2006"	639	533303	119.8
	"Mississippi"	"28"	"2007"	"2007"	642	538311	119.3
	"Mississippi"	"28"	"2008"	"2008"	586	541655	108.2
	"Mississippi"	"28"	"2009"	"2009"	594	542370	109.5
	"Mississippi"	"28"	"2010"	"2010"	517	542522	95.3
	"Mississippi"	"28"	"2011"	"2011"	525	541232	97.0
	"Mississippi"	"28"	"2012"	"2012"	478	538092	88.8
	"Mississippi"	"28"	"2013"	"2013"	509	530633	95.9
	"Mississippi"	"28"	"2014"	"2014"	426	524410	81.2
	"Mississippi"	"28"	"2015"	"2015"	478	520999	91.7
	"Mississippi"	"28"	"2016"	"2016"	444	515846	86.1
	"Missouri"	"29"	"1999"	"1999"	795	1015647	78.3
	"Missouri"	"29"	"2000"	"2000"	788	1016413	77.5
	"Missouri"	"29"	"2001"	"2001"	774	1013170	76.4
	"Missouri"	"29"	"2002"	"2002"	861	1008681	85.4
	"Missouri"	"29"	"2003"	"2003"	815	1002417	81.3
	"Missouri"	"29"	"2004"	"2004"	812	999192	81.3
	"Missouri"	"29"	"2005"	"2005"	763	998575	76.4
	"Missouri"	"29"	"2006"	"2006"	795	1002391	79.3
	"Missouri"	"29"	"2007"	"2007"	823	1007669	81.7
	"Missouri"	"29"	"2008"	"2008"	762	1012571	75.3
	"Missouri"	"29"	"2009"	"2009"	759	1015926	74.7
	"Missouri"	"29"	"2010"	"2010"	665	1019464	65.2
	"Missouri"	"29"	"2011"	"2011"	674	1011666	66.6
	"Missouri"	"29"	"2012"	"2012"	683	1006373	67.9
	"Missouri"	"29"	"2013"	"2013"	661	1001668	66.0
	"Missouri"	"29"	"2014"	"2014"	629	996192	63.1
	"Missouri"	"29"	"2015"	"2015"	670	995700	67.3
	"Missouri"	"29"	"2016"	"2016"	661	993507	66.5
	"Montana"	"30"	"1999"	"1999"	107	158416	67.5
	"Montana"	"30"	"2000"	"2000"	110	157798	69.7
	"Montana"	"30"	"2001"	"2001"	117	155173	75.4
	"Montana"	"30"	"2002"	"2002"	115	153532	74.9
	"Montana"	"30"	"2003"	"2003"	106	152184	69.7
	"Montana"	"30"	"2004"	"2004"	90	151918	59.2
	"Montana"	"30"	"2005"	"2005"	107	151948	70.4
	"Montana"	"30"	"2006"	"2006"	111	153036	72.5
	"Montana"	"30"	"2007"	"2007"	103	155049	66.4
	"Montana"	"30"	"2008"	"2008"	120	157165	76.4
	"Montana"	"30"	"2009"	"2009"	110	158571	69.4
	"Montana"	"30"	"2010"	"2010"	111	159595	69.6
	"Montana"	"30"	"2011"	"2011"	110	159408	69.0
	"Montana"	"30"	"2012"	"2012"	104	159607	65.2
	"Montana"	"30"	"2013"	"2013"	92	161594	56.9
	"Montana"	"30"	"2014"	"2014"	92	162337	56.7
	"Montana"	"30"	"2015"	"2015"	114	163608	69.7
	"Montana"	"30"	"2016"	"2016"	109	165018	66.1
	"Nebraska"	"31"	"1999"	"1999"	227	317316	71.5
	"Nebraska"	"31"	"2000"	"2000"	245	317251	77.2
	"Nebraska"	"31"	"2001"	"2001"	230	316027	72.8
	"Nebraska"	"31"	"2002"	"2002"	245	316318	77.5
	"Nebraska"	"31"	"2003"	"2003"	204	316150	64.5
	"Nebraska"	"31"	"2004"	"2004"	239	317557	75.3
	"Nebraska"	"31"	"2005"	"2005"	198	318590	62.1
	"Nebraska"	"31"	"2006"	"2006"	200	320694	62.4
	"Nebraska"	"31"	"2007"	"2007"	241	323360	74.5
	"Nebraska"	"31"	"2008"	"2008"	204	326984	62.4
	"Nebraska"	"31"	"2009"	"2009"	193	331125	58.3
	"Nebraska"	"31"	"2010"	"2010"	197	334838	58.8
	"Nebraska"	"31"	"2011"	"2011"	195	336707	57.9
	"Nebraska"	"31"	"2012"	"2012"	183	340042	53.8
	"Nebraska"	"31"	"2013"	"2013"	180	340084	52.9
	"Nebraska"	"31"	"2014"	"2014"	188	340891	55.1
	"Nebraska"	"31"	"2015"	"2015"	211	342984	61.5
	"Nebraska"	"31"	"2016"	"2016"	216	345358	62.5
	"Nevada"	"32"	"1999"	"1999"	279	367270	76.0
	"Nevada"	"32"	"2000"	"2000"	277	380714	72.8
	"Nevada"	"32"	"2001"	"2001"	264	396126	66.6
	"Nevada"	"32"	"2002"	"2002"	267	407551	65.5
	"Nevada"	"32"	"2003"	"2003"	263	415886	63.2
	"Nevada"	"32"	"2004"	"2004"	298	430018	69.3
	"Nevada"	"32"	"2005"	"2005"	306	442533	69.1
	"Nevada"	"32"	"2006"	"2006"	340	457635	74.3
	"Nevada"	"32"	"2007"	"2007"	356	471725	75.5
	"Nevada"	"32"	"2008"	"2008"	294	479045	61.4
	"Nevada"	"32"	"2009"	"2009"	303	481453	62.9
	"Nevada"	"32"	"2010"	"2010"	278	480368	57.9
	"Nevada"	"32"	"2011"	"2011"	284	480790	59.1
	"Nevada"	"32"	"2012"	"2012"	244	478847	51.0
	"Nevada"	"32"	"2013"	"2013"	262	476283	55.0
	"Nevada"	"32"	"2014"	"2014"	266	476926	55.8
	"Nevada"	"32"	"2015"	"2015"	276	482134	57.2
	"Nevada"	"32"	"2016"	"2016"	295	489718	60.2
	"New Hampshire"	"33"	"1999"	"1999"	116	220827	52.5
	"New Hampshire"	"33"	"2000"	"2000"	108	220781	48.9
	"New Hampshire"	"33"	"2001"	"2001"	98	220642	44.4
	"New Hampshire"	"33"	"2002"	"2002"	95	219064	43.4
	"New Hampshire"	"33"	"2003"	"2003"	78	215950	36.1
	"New Hampshire"	"33"	"2004"	"2004"	115	212652	54.1
	"New Hampshire"	"33"	"2005"	"2005"	89	210401	42.3
	"New Hampshire"	"33"	"2006"	"2006"	109	208620	52.2
	"New Hampshire"	"33"	"2007"	"2007"	101	205621	49.1
	"New Hampshire"	"33"	"2008"	"2008"	81	202678	40.0
	"New Hampshire"	"33"	"2009"	"2009"	86	199681	43.1
	"New Hampshire"	"33"	"2010"	"2010"	75	197443	38.0
	"New Hampshire"	"33"	"2011"	"2011"	80	192368	41.6
	"New Hampshire"	"33"	"2012"	"2012"	75	188760	39.7
	"New Hampshire"	"33"	"2013"	"2013"	89	186404	47.7
	"New Hampshire"	"33"	"2014"	"2014"	70	183401	38.2
	"New Hampshire"	"33"	"2015"	"2015"	72	181767	39.6
	"New Hampshire"	"33"	"2016"	"2016"	68	179851	37.8
	"New Jersey"	"34"	"1999"	"1999"	1016	1520567	66.8
	"New Jersey"	"34"	"2000"	"2000"	943	1532250	61.5
	"New Jersey"	"34"	"2001"	"2001"	953	1532875	62.2
	"New Jersey"	"34"	"2002"	"2002"	887	1529604	58.0
	"New Jersey"	"34"	"2003"	"2003"	881	1521104	57.9
	"New Jersey"	"34"	"2004"	"2004"	841	1511935	55.6
	"New Jersey"	"34"	"2005"	"2005"	784	1496559	52.4
	"New Jersey"	"34"	"2006"	"2006"	803	1478973	54.3
	"New Jersey"	"34"	"2007"	"2007"	793	1466362	54.1
	"New Jersey"	"34"	"2008"	"2008"	776	1458837	53.2
	"New Jersey"	"34"	"2009"	"2009"	713	1455524	49.0
	"New Jersey"	"34"	"2010"	"2010"	671	1455754	46.1
	"New Jersey"	"34"	"2011"	"2011"	716	1444117	49.6
	"New Jersey"	"34"	"2012"	"2012"	630	1433043	44.0
	"New Jersey"	"34"	"2013"	"2013"	616	1431893	43.0
	"New Jersey"	"34"	"2014"	"2014"	620	1423778	43.5
	"New Jersey"	"34"	"2015"	"2015"	646	1415451	45.6
	"New Jersey"	"34"	"2016"	"2016"	585	1404300	41.7
	"New Mexico"	"35"	"1999"	"1999"	272	361552	75.2
	"New Mexico"	"35"	"2000"	"2000"	245	359868	68.1
	"New Mexico"	"35"	"2001"	"2001"	243	354852	68.5
	"New Mexico"	"35"	"2002"	"2002"	250	353760	70.7
	"New Mexico"	"35"	"2003"	"2003"	247	351109	70.3
	"New Mexico"	"35"	"2004"	"2004"	259	350852	73.8
	"New Mexico"	"35"	"2005"	"2005"	269	352433	76.3
	"New Mexico"	"35"	"2006"	"2006"	243	354721	68.5
	"New Mexico"	"35"	"2007"	"2007"	267	359338	74.3
	"New Mexico"	"35"	"2008"	"2008"	240	363716	66.0
	"New Mexico"	"35"	"2009"	"2009"	220	369815	59.5
	"New Mexico"	"35"	"2010"	"2010"	220	374092	58.8
	"New Mexico"	"35"	"2011"	"2011"	232	377495	61.5
	"New Mexico"	"35"	"2012"	"2012"	253	373625	67.7
	"New Mexico"	"35"	"2013"	"2013"	205	367717	55.7
	"New Mexico"	"35"	"2014"	"2014"	198	363003	54.5
	"New Mexico"	"35"	"2015"	"2015"	203	358447	56.6
	"New Mexico"	"35"	"2016"	"2016"	226	351917	64.2
	"New York"	"36"	"1999"	"1999"	2223	3402520	65.3
	"New York"	"36"	"2000"	"2000"	2188	3406691	64.2
	"New York"	"36"	"2001"	"2001"	2046	3371378	60.7
	"New York"	"36"	"2002"	"2002"	2030	3329569	61.0
	"New York"	"36"	"2003"	"2003"	2019	3270318	61.7
	"New York"	"36"	"2004"	"2004"	1995	3210231	62.1
	"New York"	"36"	"2005"	"2005"	1898	3144926	60.4
	"New York"	"36"	"2006"	"2006"	1834	3091928	59.3
	"New York"	"36"	"2007"	"2007"	1855	3060397	60.6
	"New York"	"36"	"2008"	"2008"	1818	3045012	59.7
	"New York"	"36"	"2009"	"2009"	1732	3037360	57.0
	"New York"	"36"	"2010"	"2010"	1625	3037396	53.5
	"New York"	"36"	"2011"	"2011"	1603	3031818	52.9
	"New York"	"36"	"2012"	"2012"	1581	3029292	52.2
	"New York"	"36"	"2013"	"2013"	1554	3021289	51.4
	"New York"	"36"	"2014"	"2014"	1482	3019255	49.1
	"New York"	"36"	"2015"	"2015"	1427	3013965	47.3
	"New York"	"36"	"2016"	"2016"	1388	2993062	46.4
	"North Carolina"	"37"	"1999"	"1999"	1355	1415954	95.7
	"North Carolina"	"37"	"2000"	"2000"	1347	1440385	93.5
	"North Carolina"	"37"	"2001"	"2001"	1306	1463877	89.2
	"North Carolina"	"37"	"2002"	"2002"	1269	1477549	85.9
	"North Carolina"	"37"	"2003"	"2003"	1276	1485097	85.9
	"North Carolina"	"37"	"2004"	"2004"	1347	1493314	90.2
	"North Carolina"	"37"	"2005"	"2005"	1359	1514750	89.7
	"North Carolina"	"37"	"2006"	"2006"	1320	1544981	85.4
	"North Carolina"	"37"	"2007"	"2007"	1411	1586935	88.9
	"North Carolina"	"37"	"2008"	"2008"	1353	1618779	83.6
	"North Carolina"	"37"	"2009"	"2009"	1268	1641280	77.3
	"North Carolina"	"37"	"2010"	"2010"	1134	1651480	68.7
	"North Carolina"	"37"	"2011"	"2011"	1132	1658164	68.3
	"North Carolina"	"37"	"2012"	"2012"	1145	1654624	69.2
	"North Carolina"	"37"	"2013"	"2013"	1102	1645502	67.0
	"North Carolina"	"37"	"2014"	"2014"	1115	1638408	68.1
	"North Carolina"	"37"	"2015"	"2015"	1163	1635799	71.1
	"North Carolina"	"37"	"2016"	"2016"	1131	1639245	69.0
	"North Dakota"	"38"	"1999"	"1999"	76	111668	68.1
	"North Dakota"	"38"	"2000"	"2000"	78	110346	70.7
	"North Dakota"	"38"	"2001"	"2001"	83	107031	77.5
	"North Dakota"	"38"	"2002"	"2002"	67	105002	63.8
	"North Dakota"	"38"	"2003"	"2003"	78	103394	75.4
	"North Dakota"	"38"	"2004"	"2004"	63	103079	61.1
	"North Dakota"	"38"	"2005"	"2005"	71	102701	69.1
	"North Dakota"	"38"	"2006"	"2006"	67	102701	65.2
	"North Dakota"	"38"	"2007"	"2007"	81	103425	78.3
	"North Dakota"	"38"	"2008"	"2008"	63	104636	60.2
	"North Dakota"	"38"	"2009"	"2009"	70	106480	65.7
	"North Dakota"	"38"	"2010"	"2010"	79	108334	72.9
	"North Dakota"	"38"	"2011"	"2011"	82	109792	74.7
	"North Dakota"	"38"	"2012"	"2012"	82	113409	72.3
	"North Dakota"	"38"	"2013"	"2013"	84	120371	69.8
	"North Dakota"	"38"	"2014"	"2014"	73	125545	58.1
	"North Dakota"	"38"	"2015"	"2015"	101	130401	77.5
	"North Dakota"	"38"	"2016"	"2016"	90	133129	67.6
	"Ohio"	"39"	"1999"	"1999"	1642	2072332	79.2
	"Ohio"	"39"	"2000"	"2000"	1619	2071345	78.2
	"Ohio"	"39"	"2001"	"2001"	1524	2057589	74.1
	"Ohio"	"39"	"2002"	"2002"	1526	2038075	74.9
	"Ohio"	"39"	"2003"	"2003"	1538	2015472	76.3
	"Ohio"	"39"	"2004"	"2004"	1497	1996318	75.0
	"Ohio"	"39"	"2005"	"2005"	1567	1976405	79.3
	"Ohio"	"39"	"2006"	"2006"	1523	1962231	77.6
	"Ohio"	"39"	"2007"	"2007"	1488	1954858	76.1
	"Ohio"	"39"	"2008"	"2008"	1480	1947212	76.0
	"Ohio"	"39"	"2009"	"2009"	1436	1938696	74.1
	"Ohio"	"39"	"2010"	"2010"	1401	1933322	72.5
	"Ohio"	"39"	"2011"	"2011"	1376	1910139	72.0
	"Ohio"	"39"	"2012"	"2012"	1331	1888746	70.5
	"Ohio"	"39"	"2013"	"2013"	1336	1875057	71.3
	"Ohio"	"39"	"2014"	"2014"	1214	1864281	65.1
	"Ohio"	"39"	"2015"	"2015"	1277	1858579	68.7
	"Ohio"	"39"	"2016"	"2016"	1353	1852434	73.0
	"Oklahoma"	"40"	"1999"	"1999"	592	631163	93.8
	"Oklahoma"	"40"	"2000"	"2000"	566	631293	89.7
	"Oklahoma"	"40"	"2001"	"2001"	543	627678	86.5
	"Oklahoma"	"40"	"2002"	"2002"	549	628811	87.3
	"Oklahoma"	"40"	"2003"	"2003"	557	627482	88.8
	"Oklahoma"	"40"	"2004"	"2004"	567	626227	90.5
	"Oklahoma"	"40"	"2005"	"2005"	568	628801	90.3
	"Oklahoma"	"40"	"2006"	"2006"	600	636921	94.2
	"Oklahoma"	"40"	"2007"	"2007"	640	647225	98.9
	"Oklahoma"	"40"	"2008"	"2008"	564	656389	85.9
	"Oklahoma"	"40"	"2009"	"2009"	601	670110	89.7
	"Oklahoma"	"40"	"2010"	"2010"	551	678243	81.2
	"Oklahoma"	"40"	"2011"	"2011"	543	683725	79.4
	"Oklahoma"	"40"	"2012"	"2012"	543	683049	79.5
	"Oklahoma"	"40"	"2013"	"2013"	529	689698	76.7
	"Oklahoma"	"40"	"2014"	"2014"	586	692826	84.6
	"Oklahoma"	"40"	"2015"	"2015"	552	698620	79.0
	"Oklahoma"	"40"	"2016"	"2016"	534	698306	76.5
	"Oregon"	"41"	"1999"	"1999"	376	599934	62.7
	"Oregon"	"41"	"2000"	"2000"	373	603413	61.8
	"Oregon"	"41"	"2001"	"2001"	333	604167	55.1
	"Oregon"	"41"	"2002"	"2002"	377	603967	62.4
	"Oregon"	"41"	"2003"	"2003"	378	600283	63.0
	"Oregon"	"41"	"2004"	"2004"	358	595108	60.2
	"Oregon"	"41"	"2005"	"2005"	362	596098	60.7
	"Oregon"	"41"	"2006"	"2006"	379	602124	62.9
	"Oregon"	"41"	"2007"	"2007"	382	609065	62.7
	"Oregon"	"41"	"2008"	"2008"	352	615439	57.2
	"Oregon"	"41"	"2009"	"2009"	307	618446	49.6
	"Oregon"	"41"	"2010"	"2010"	304	620104	49.0
	"Oregon"	"41"	"2011"	"2011"	312	619261	50.4
	"Oregon"	"41"	"2012"	"2012"	316	615924	51.3
	"Oregon"	"41"	"2013"	"2013"	304	612660	49.6
	"Oregon"	"41"	"2014"	"2014"	304	613031	49.6
	"Oregon"	"41"	"2015"	"2015"	291	618085	47.1
	"Oregon"	"41"	"2016"	"2016"	289	624452	46.3
	"Pennsylvania"	"42"	"1999"	"1999"	1465	2087375	70.2
	"Pennsylvania"	"42"	"2000"	"2000"	1417	2078095	68.2
	"Pennsylvania"	"42"	"2001"	"2001"	1401	2053622	68.2
	"Pennsylvania"	"42"	"2002"	"2002"	1447	2030177	71.3
	"Pennsylvania"	"42"	"2003"	"2003"	1412	2004335	70.4
	"Pennsylvania"	"42"	"2004"	"2004"	1379	1985820	69.4
	"Pennsylvania"	"42"	"2005"	"2005"	1415	1968974	71.9
	"Pennsylvania"	"42"	"2006"	"2006"	1453	1960145	74.1
	"Pennsylvania"	"42"	"2007"	"2007"	1465	1955940	74.9
	"Pennsylvania"	"42"	"2008"	"2008"	1398	1953564	71.6
	"Pennsylvania"	"42"	"2009"	"2009"	1330	1953154	68.1
	"Pennsylvania"	"42"	"2010"	"2010"	1284	1952911	65.7
	"Pennsylvania"	"42"	"2011"	"2011"	1206	1940761	62.1
	"Pennsylvania"	"42"	"2012"	"2012"	1258	1932380	65.1
	"Pennsylvania"	"42"	"2013"	"2013"	1183	1918276	61.7
	"Pennsylvania"	"42"	"2014"	"2014"	1081	1908243	56.6
	"Pennsylvania"	"42"	"2015"	"2015"	1106	1903664	58.1
	"Pennsylvania"	"42"	"2016"	"2016"	1141	1894939	60.2
	"Rhode Island"	"44"	"1999"	"1999"	104	179472	57.9
	"Rhode Island"	"44"	"2000"	"2000"	109	179594	60.7
	"Rhode Island"	"44"	"2001"	"2001"	111	178534	62.2
	"Rhode Island"	"44"	"2002"	"2002"	111	177462	62.5
	"Rhode Island"	"44"	"2003"	"2003"	110	175202	62.8
	"Rhode Island"	"44"	"2004"	"2004"	89	172087	51.7
	"Rhode Island"	"44"	"2005"	"2005"	112	167747	66.8
	"Rhode Island"	"44"	"2006"	"2006"	99	163599	60.5
	"Rhode Island"	"44"	"2007"	"2007"	100	160683	62.2
	"Rhode Island"	"44"	"2008"	"2008"	90	158622	56.7
	"Rhode Island"	"44"	"2009"	"2009"	94	156495	60.1
	"Rhode Island"	"44"	"2010"	"2010"	94	155643	60.4
	"Rhode Island"	"44"	"2011"	"2011"	86	153266	56.1
	"Rhode Island"	"44"	"2012"	"2012"	92	151351	60.8
	"Rhode Island"	"44"	"2013"	"2013"	83	150037	55.3
	"Rhode Island"	"44"	"2014"	"2014"	60	149099	40.2
	"Rhode Island"	"44"	"2015"	"2015"	79	148114	53.3
	"Rhode Island"	"44"	"2016"	"2016"	77	146352	52.6
	"South Carolina"	"45"	"1999"	"1999"	751	724439	103.7
	"South Carolina"	"45"	"2000"	"2000"	664	727391	91.3
	"South Carolina"	"45"	"2001"	"2001"	659	729510	90.3
	"South Carolina"	"45"	"2002"	"2002"	669	729018	91.8
	"South Carolina"	"45"	"2003"	"2003"	624	725415	86.0
	"South Carolina"	"45"	"2004"	"2004"	678	724906	93.5
	"South Carolina"	"45"	"2005"	"2005"	714	727925	98.1
	"South Carolina"	"45"	"2006"	"2006"	667	737084	90.5
	"South Carolina"	"45"	"2007"	"2007"	704	751605	93.7
	"South Carolina"	"45"	"2008"	"2008"	652	765327	85.2
	"South Carolina"	"45"	"2009"	"2009"	592	774255	76.5
	"South Carolina"	"45"	"2010"	"2010"	572	778429	73.5
	"South Carolina"	"45"	"2011"	"2011"	560	781838	71.6
	"South Carolina"	"45"	"2012"	"2012"	553	781662	70.7
	"South Carolina"	"45"	"2013"	"2013"	528	778063	67.9
	"South Carolina"	"45"	"2014"	"2014"	516	778864	66.3
	"South Carolina"	"45"	"2015"	"2015"	548	782839	70.0
	"South Carolina"	"45"	"2016"	"2016"	544	788143	69.0
	"South Dakota"	"46"	"1999"	"1999"	120	141214	85.0
	"South Dakota"	"46"	"2000"	"2000"	101	140638	71.8
	"South Dakota"	"46"	"2001"	"2001"	115	139393	82.5
	"South Dakota"	"46"	"2002"	"2002"	107	138010	77.5
	"South Dakota"	"46"	"2003"	"2003"	117	137216	85.3
	"South Dakota"	"46"	"2004"	"2004"	139	137634	101.0
	"South Dakota"	"46"	"2005"	"2005"	116	137985	84.1
	"South Dakota"	"46"	"2006"	"2006"	106	139377	76.1
	"South Dakota"	"46"	"2007"	"2007"	113	141392	79.9
	"South Dakota"	"46"	"2008"	"2008"	124	143473	86.4
	"South Dakota"	"46"	"2009"	"2009"	111	145460	76.3
	"South Dakota"	"46"	"2010"	"2010"	110	147529	74.6
	"South Dakota"	"46"	"2011"	"2011"	103	148700	69.3
	"South Dakota"	"46"	"2012"	"2012"	143	149728	95.5
	"South Dakota"	"46"	"2013"	"2013"	111	152663	72.7
	"South Dakota"	"46"	"2014"	"2014"	106	154423	68.6
	"South Dakota"	"46"	"2015"	"2015"	124	156201	79.4
	"South Dakota"	"46"	"2016"	"2016"	97	157459	61.6
	"Tennessee"	"47"	"1999"	"1999"	869	998935	87.0
	"Tennessee"	"47"	"2000"	"2000"	968	1010580	95.8
	"Tennessee"	"47"	"2001"	"2001"	886	1015806	87.2
	"Tennessee"	"47"	"2002"	"2002"	960	1016703	94.4
	"Tennessee"	"47"	"2003"	"2003"	947	1018703	93.0
	"Tennessee"	"47"	"2004"	"2004"	892	1020066	87.4
	"Tennessee"	"47"	"2005"	"2005"	930	1027858	90.5
	"Tennessee"	"47"	"2006"	"2006"	938	1041786	90.0
	"Tennessee"	"47"	"2007"	"2007"	911	1053806	86.4
	"Tennessee"	"47"	"2008"	"2008"	902	1066066	84.6
	"Tennessee"	"47"	"2009"	"2009"	841	1069337	78.6
	"Tennessee"	"47"	"2010"	"2010"	828	1073214	77.2
	"Tennessee"	"47"	"2011"	"2011"	767	1071358	71.6
	"Tennessee"	"47"	"2012"	"2012"	780	1072715	72.7
	"Tennessee"	"47"	"2013"	"2013"	734	1068577	68.7
	"Tennessee"	"47"	"2014"	"2014"	747	1068349	69.9
	"Tennessee"	"47"	"2015"	"2015"	747	1070628	69.8
	"Tennessee"	"47"	"2016"	"2016"	808	1075118	75.2
	"Texas"	"48"	"1999"	"1999"	3129	4224135	74.1
	"Texas"	"48"	"2000"	"2000"	3011	4263103	70.6
	"Texas"	"48"	"2001"	"2001"	3144	4328987	72.6
	"Texas"	"48"	"2002"	"2002"	3269	4383172	74.6
	"Texas"	"48"	"2003"	"2003"	3461	4426432	78.2
	"Texas"	"48"	"2004"	"2004"	3324	4475951	74.3
	"Texas"	"48"	"2005"	"2005"	3403	4530294	75.1
	"Texas"	"48"	"2006"	"2006"	3352	4644505	72.2
	"Texas"	"48"	"2007"	"2007"	3465	4737294	73.1
	"Texas"	"48"	"2008"	"2008"	3367	4835395	69.6
	"Texas"	"48"	"2009"	"2009"	3280	4932729	66.5
	"Texas"	"48"	"2010"	"2010"	3158	4995269	63.2
	"Texas"	"48"	"2011"	"2011"	2973	5080159	58.5
	"Texas"	"48"	"2012"	"2012"	3050	5092147	59.9
	"Texas"	"48"	"2013"	"2013"	3080	5116418	60.2
	"Texas"	"48"	"2014"	"2014"	3139	5158227	60.9
	"Texas"	"48"	"2015"	"2015"	3134	5225176	60.0
	"Texas"	"48"	"2016"	"2016"	3175	5282787	60.1
	"Utah"	"49"	"1999"	"1999"	313	511055	61.2
	"Utah"	"49"	"2000"	"2000"	335	517577	64.7
	"Utah"	"49"	"2001"	"2001"	325	526426	61.7
	"Utah"	"49"	"2002"	"2002"	384	533515	72.0
	"Utah"	"49"	"2003"	"2003"	354	540746	65.5
	"Utah"	"49"	"2004"	"2004"	368	551239	66.8
	"Utah"	"49"	"2005"	"2005"	337	564973	59.6
	"Utah"	"49"	"2006"	"2006"	372	584018	63.7
	"Utah"	"49"	"2007"	"2007"	396	606994	65.2
	"Utah"	"49"	"2008"	"2008"	383	625819	61.2
	"Utah"	"49"	"2009"	"2009"	378	643248	58.8
	"Utah"	"49"	"2010"	"2010"	358	653618	54.8
	"Utah"	"49"	"2011"	"2011"	379	659305	57.5
	"Utah"	"49"	"2012"	"2012"	326	661674	49.3
	"Utah"	"49"	"2013"	"2013"	350	663401	52.8
	"Utah"	"49"	"2014"	"2014"	354	665218	53.2
	"Utah"	"49"	"2015"	"2015"	350	668832	52.3
	"Utah"	"49"	"2016"	"2016"	368	673053	54.7
	"Vermont"	"50"	"1999"	"1999"	55	102830	53.5
	"Vermont"	"50"	"2000"	"2000"	51	102346	49.8
	"Vermont"	"50"	"2001"	"2001"	53	100442	52.8
	"Vermont"	"50"	"2002"	"2002"	42	98441	42.7
	"Vermont"	"50"	"2003"	"2003"	47	96573	48.7
	"Vermont"	"50"	"2004"	"2004"	40	94899	42.2
	"Vermont"	"50"	"2005"	"2005"	64	93234	68.6
	"Vermont"	"50"	"2006"	"2006"	49	91780	53.4
	"Vermont"	"50"	"2007"	"2007"	40	90786	44.1
	"Vermont"	"50"	"2008"	"2008"	42	89896	46.7
	"Vermont"	"50"	"2009"	"2009"	47	89314	52.6
	"Vermont"	"50"	"2010"	"2010"	36	89031	40.4
	"Vermont"	"50"	"2011"	"2011"	44	86936	50.6
	"Vermont"	"50"	"2012"	"2012"	32	85709	37.3
	"Vermont"	"50"	"2013"	"2013"	39	84958	45.9
	"Vermont"	"50"	"2014"	"2014"	35	84192	41.6
	"Vermont"	"50"	"2015"	"2015"	32	83324	38.4
	"Vermont"	"50"	"2016"	"2016"	31	82696	37.5
	"Virginia"	"51"	"1999"	"1999"	912	1248603	73.0
	"Virginia"	"51"	"2000"	"2000"	908	1258393	72.2
	"Virginia"	"51"	"2001"	"2001"	943	1264653	74.6
	"Virginia"	"51"	"2002"	"2002"	967	1269853	76.2
	"Virginia"	"51"	"2003"	"2003"	1022	1269894	80.5
	"Virginia"	"51"	"2004"	"2004"	987	1278623	77.2
	"Virginia"	"51"	"2005"	"2005"	1006	1285393	78.3
	"Virginia"	"51"	"2006"	"2006"	952	1291300	73.7
	"Virginia"	"51"	"2007"	"2007"	1059	1299108	81.5
	"Virginia"	"51"	"2008"	"2008"	912	1306731	69.8
	"Virginia"	"51"	"2009"	"2009"	924	1318099	70.1
	"Virginia"	"51"	"2010"	"2010"	867	1328872	65.2
	"Virginia"	"51"	"2011"	"2011"	907	1334841	67.9
	"Virginia"	"51"	"2012"	"2012"	850	1339761	63.4
	"Virginia"	"51"	"2013"	"2013"	811	1345556	60.3
	"Virginia"	"51"	"2014"	"2014"	773	1345647	57.4
	"Virginia"	"51"	"2015"	"2015"	808	1346559	60.0
	"Virginia"	"51"	"2016"	"2016"	779	1344045	58.0
	"Washington"	"53"	"1999"	"1999"	597	1077664	55.4
	"Washington"	"53"	"2000"	"2000"	604	1082427	55.8
	"Washington"	"53"	"2001"	"2001"	638	1081187	59.0
	"Washington"	"53"	"2002"	"2002"	637	1076766	59.2
	"Washington"	"53"	"2003"	"2003"	632	1068811	59.1
	"Washington"	"53"	"2004"	"2004"	603	1069478	56.4
	"Washington"	"53"	"2005"	"2005"	571	1067751	53.5
	"Washington"	"53"	"2006"	"2006"	539	1077276	50.0
	"Washington"	"53"	"2007"	"2007"	573	1090580	52.5
	"Washington"	"53"	"2008"	"2008"	659	1105354	59.6
	"Washington"	"53"	"2009"	"2009"	571	1122975	50.8
	"Washington"	"53"	"2010"	"2010"	539	1132786	47.6
	"Washington"	"53"	"2011"	"2011"	525	1138920	46.1
	"Washington"	"53"	"2012"	"2012"	600	1143430	52.5
	"Washington"	"53"	"2013"	"2013"	522	1151346	45.3
	"Washington"	"53"	"2014"	"2014"	526	1156787	45.5
	"Washington"	"53"	"2015"	"2015"	577	1167444	49.4
	"Washington"	"53"	"2016"	"2016"	524	1183826	44.3
	"West Virginia"	"54"	"1999"	"1999"	213	283692	75.1
	"West Virginia"	"54"	"2000"	"2000"	228	282019	80.8
	"West Virginia"	"54"	"2001"	"2001"	203	277927	73.0
	"West Virginia"	"54"	"2002"	"2002"	244	276926	88.1
	"West Virginia"	"54"	"2003"	"2003"	206	275582	74.8
	"West Virginia"	"54"	"2004"	"2004"	227	274865	82.6
	"West Virginia"	"54"	"2005"	"2005"	227	273185	83.1
	"West Virginia"	"54"	"2006"	"2006"	204	273217	74.7
